Pcgs_no,Country,Coin_date,Denomination,Variety,Prefix,Suffix,Qty_Minted,Reference_no,RowLastUpdated,coin_no,Service,Coin_date_Denomination_Variety
506,,1787,NJERSY,"SM PLAN, PLAIN S",MS,BN,0,506,,506,PCGS,"1787-NJERSY-SM PLAN, PLAIN S"
507,,1787,NJERSY,"SM PLAN, PLAIN S",MS,RB,0,507,,,,"1787-NJERSY-SM PLAN, PLAIN S"
509,,1787,NJERSY,"LG PLAN, PLAIN S",MS,BN,0,509,,509,PCGS,"1787-NJERSY-LG PLAN, PLAIN S"
510,,1787,NJERSY,"LG PLAN, PLAIN S",MS,RB,0,510,,,,"1787-NJERSY-LG PLAN, PLAIN S"
512,,1787,NJERSY,PLURIBS',MS,BN,0,512,,512,PCGS,1787-NJERSY-PLURIBS'
515,,1787,NJERSY,CAMEL HEAD,MS,BN,0,515,,515,PCGS,1787-NJERSY-CAMEL HEAD
518,,1787,NJERSY,SERPENT HEAD,MS,BN,0,518,,518,PCGS,1787-NJERSY-SERPENT HEAD
521,,1788,NJERSY,HEAD RIGHT,MS,BN,0,521,,521,PCGS,1788-NJERSY-HEAD RIGHT
524,,1788,NJERSY,RUNNING FOX,MS,BN,0,524,,524,PCGS,1788-NJERSY-RUNNING FOX
527,,1788,NJERSY,HEAD LEFT,MS,BN,0,527,,527,PCGS,1788-NJERSY-HEAD LEFT
536,,1785,VERMON,IMMUNE COLUMBIA,MS,BN,0,536,,536,PCGS,1785-VERMON-IMMUNE COLUMBIA
539,,1785,VERMON,VERMONTS,MS,BN,0,539,,539,PCGS,1785-VERMON-VERMONTS
542,,1785,VERMON,VERMONTIS,MS,BN,0,542,,542,PCGS,1785-VERMON-VERMONTIS
545,,1786,VERMON,VERMONTENSIUM,MS,BN,0,545,,545,PCGS,1786-VERMON-VERMONTENSIUM
548,,1786,VERMON,BABY HEAD,MS,BN,0,548,,548,PCGS,1786-VERMON-BABY HEAD
551,,1786,VERMON,BUST LEFT,MS,BN,0,551,,551,PCGS,1786-VERMON-BUST LEFT
554,,1787,VERMON,BRITANNIA,MS,BN,0,554,,554,PCGS,1787-VERMON-BRITANNIA
557,,1787,VERMON,BUST LEFT,MS,BN,0,557,,557,PCGS,1787-VERMON-BUST LEFT
560,,1787,VERMON,BUST RIGHT,MS,BN,0,560,,560,PCGS,1787-VERMON-BUST RIGHT
561,,1787,VERMON,BUST RIGHT,MS,RB,0,561,,,,1787-VERMON-BUST RIGHT
563,,1788,VERMON,BUST RIGHT,MS,BN,0,563,,563,PCGS,1788-VERMON-BUST RIGHT
566,,1788,VERMNT,"BUST RT, BACKWAR",MS,BN,0,566,,566,PCGS,"1788-VERMNT-BUST RT, BACKWAR"
569,,1788,VERMON,"BUST RT,*ET LIB*",MS,BN,0,569,,569,PCGS,"1788-VERMON-BUST RT,*ET LIB*"
572,,1788,VERMNT,GEORGIVS III REX,MS,BN,0,572,,572,PCGS,1788-VERMNT-GEORGIVS III REX
575,,RI SHIP,TOKEN,"WRTH BELOW,SILV ",MS,,0,575,,575,PCGS,"RI SHIP-TOKEN-WRTH BELOW,SILV "
576,,RI SHIP,TOKEN,WREATH BELOW,MS,BN,0,576,,576,PCGS,RI SHIP-TOKEN-WREATH BELOW
579,,RI SHIP,TOKEN,NO WREATH,MS,BN,0,579,,579,PCGS,RI SHIP-TOKEN-NO WREATH
580,,RI SHIP,TOKEN,NO WREATH,MS,RB,0,580,,,,RI SHIP-TOKEN-NO WREATH
581,,RI SHIP,TOKEN,NO WREATH,MS,RD,0,581,,,,RI SHIP-TOKEN-NO WREATH
582,,RI SHIP,TOKEN,VLUGTENDE,MS,BN,0,582,,582,PCGS,RI SHIP-TOKEN-VLUGTENDE
585,,RI SHIP,TOKEN,"WREATH BELOW, PE",MS,,0,585,,585,PCGS,"RI SHIP-TOKEN-WREATH BELOW, PE"
586,,RI SHIP,TOKEN,"NO WREATH, PEWTE",MS,,0,586,,586,PCGS,"RI SHIP-TOKEN-NO WREATH, PEWTE"
587,,RI SHIP,TOKEN,"WREATH BELOW, BR",MS,,0,587,,587,PCGS,"RI SHIP-TOKEN-WREATH BELOW, BR"
588,,RI SHIP,TOKEN,"NO WREATH, BRASS",MS,,0,588,,588,PCGS,"RI SHIP-TOKEN-NO WREATH, BRASS"
589,,1781,TOKEN,NORTH AMERICAN,MS,BN,0,589,,589,PCGS,1781-TOKEN-NORTH AMERICAN
592,,1783,3PENCE,CHALMERS,MS,,0,592,,592,PCGS,1783-3PENCE-CHALMERS
593,,1783,6PENCE,"CHALMERS, SMALL ",MS,,0,593,,593,PCGS,"1783-6PENCE-CHALMERS, SMALL "
594,,1783,6PENCE,"CHALMERS, LARGE ",MS,,0,594,,594,PCGS,"1783-6PENCE-CHALMERS, LARGE "
595,,1783,SHILNG,"CHALMERS, LONG W",MS,,0,595,,595,PCGS,"1783-SHILNG-CHALMERS, LONG W"
596,,1783,SHILNG,"CHALMERS, SHORT ",MS,,0,596,,596,PCGS,"1783-SHILNG-CHALMERS, SHORT "
597,,1783,SHILNG,"CHALMERS, RINGS",MS,,0,597,,597,PCGS,"1783-SHILNG-CHALMERS, RINGS"
599,,BAR,CENT,,MS,BN,0,599,,599,PCGS,BAR-CENT-
601,,1787,TOKEN,AUCTORI PLEBIS,MS,BN,0,601,,601,PCGS,1787-TOKEN-AUCTORI PLEBIS
603,,1789,TOKEN,"MOTT, THICK PL E",MS,,0,603,,603,PCGS,"1789-TOKEN-MOTT, THICK PL E"
604,,1789,TOKEN,"MOTT, THIN PL ED",MS,,0,604,,604,PCGS,"1789-TOKEN-MOTT, THIN PL ED"
605,,1789,TOKEN,"MOTT, CENT WEIGH",MS,,0,605,,605,PCGS,"1789-TOKEN-MOTT, CENT WEIGH"
606,,1789,TOKEN,"MOTT, THICK ENG ",MS,,0,606,,606,PCGS,"1789-TOKEN-MOTT, THICK ENG "
607,,1789,TOKEN,"MOTT, THIN ENG E",MS,,0,607,,607,PCGS,"1789-TOKEN-MOTT, THIN ENG E"
608,,1789,TOKEN,"MOTT, WHITE META",MS,,0,608,,,,"1789-TOKEN-MOTT, WHITE META"
609,,1790,3PENCE,"BALT, STANDISH B",MS,,0,609,,609,PCGS,"1790-3PENCE-BALT, STANDISH B"
610,,ALBANY,PENNY,D ABOVE,MS,BN,0,610,,610,PCGS,ALBANY-PENNY-D ABOVE
612,,ALBANY,PENNY,NO D,MS,BN,0,612,,612,PCGS,ALBANY-PENNY-NO D
614,,KENTUCKY,CENT,PLAIN EDGE,MS,BN,0,614,,614,PCGS,KENTUCKY-CENT-PLAIN EDGE
615,,KENTUCKY,CENT,PLAIN EDGE,MS,RB,0,615,,615,PCGS,KENTUCKY-CENT-PLAIN EDGE
616,,KENTUCKY,CENT,PLAIN EDGE,MS,RD,0,616,,616,PCGS,KENTUCKY-CENT-PLAIN EDGE
617,,KENTUCKY,CENT,ENGRAILED EDGE,MS,BN,0,617,,617,PCGS,KENTUCKY-CENT-ENGRAILED EDGE
618,,KENTUCKY,CENT,ENGRAILED EDGE,MS,RB,0,618,,618,PCGS,KENTUCKY-CENT-ENGRAILED EDGE
619,,KENTUCKY,CENT,ENGRAILED EDGE,MS,RD,0,619,,619,PCGS,KENTUCKY-CENT-ENGRAILED EDGE
620,,KENTUCKY,CENT,BEDWORTH,MS,BN,0,620,,620,PCGS,KENTUCKY-CENT-BEDWORTH
621,,KENTUCKY,CENT,BEDWORTH,MS,RB,0,621,,621,PCGS,KENTUCKY-CENT-BEDWORTH
622,,KENTUCKY,CENT,BEDWORTH,MS,RD,0,622,,622,PCGS,KENTUCKY-CENT-BEDWORTH
623,,KENTUCKY,CENT,LANCASTER,MS,BN,0,623,,623,PCGS,KENTUCKY-CENT-LANCASTER
624,,KENTUCKY,CENT,LANCASTER,MS,RB,0,624,,624,PCGS,KENTUCKY-CENT-LANCASTER
625,,KENTUCKY,CENT,LANCASTER,MS,RD,0,625,,625,PCGS,KENTUCKY-CENT-LANCASTER
626,,KENTUCKY,CENT,I FIELDING,MS,BN,0,626,,626,PCGS,KENTUCKY-CENT-I FIELDING
627,,KENTUCKY,CENT,I FIELDING,MS,RB,0,627,,627,PCGS,KENTUCKY-CENT-I FIELDING
628,,KENTUCKY,CENT,I FIELDING,MS,RD,0,628,,628,PCGS,KENTUCKY-CENT-I FIELDING
629,,KENTUCKY,CENT,W. PARKER,MS,BN,0,629,,629,PCGS,KENTUCKY-CENT-W. PARKER
630,,1794,TOKEN,FRANKLIN PRESS,MS,BN,0,630,,630,PCGS,1794-TOKEN-FRANKLIN PRESS
631,,1794,TOKEN,FRANKLIN PRESS,MS,RB,0,631,,631,PCGS,1794-TOKEN-FRANKLIN PRESS
632, ,1794,Token,PL Franklin Pres, ,BN,0,0,10/19/2010,632,NGC,1794-Token-PL Franklin Pres
634,,1794,CENT,"TALBOT, NEW YORK",MS,BN,0,634,,634,PCGS,"1794-CENT-TALBOT, NEW YORK"
635,,1794,CENT,"TALBOT, NEW YORK",MS,RB,0,635,,635,PCGS,"1794-CENT-TALBOT, NEW YORK"
636,,1794,CENT,"TALBOT, NEW YORK",MS,RD,0,636,,636,PCGS,"1794-CENT-TALBOT, NEW YORK"
637,,1794,CENT,"TALBOT, NO NEW Y",MS,BN,0,637,,637,PCGS,"1794-CENT-TALBOT, NO NEW Y"
638,,1794,CENT,"TALBOT, NO NEW Y",MS,RB,0,638,,638,PCGS,"1794-CENT-TALBOT, NO NEW Y"
639,,1794,CENT,"TALBOT, NO NEW Y",MS,RD,0,639,,639,PCGS,"1794-CENT-TALBOT, NO NEW Y"
640,,1795,CENT,TALBOT,MS,BN,0,640,,640,PCGS,1795-CENT-TALBOT
641,,1795,CENT,TALBOT,MS,RB,0,641,,641,PCGS,1795-CENT-TALBOT
642,,1795,CENT,TALBOT,MS,RD,0,642,,642,PCGS,1795-CENT-TALBOT
646,,1796,TOKEN,MYDDELTON,PR,BN,0,646,,646,PCGS,1796-TOKEN-MYDDELTON
647,,1796,TOKEN,MYDDELTON,PR,RB,0,647,,647,PCGS,1796-TOKEN-MYDDELTON
648,,1796,TOKEN,MYDDELTON,PR,RD,0,648,,648,PCGS,1796-TOKEN-MYDDELTON
649,,1796,TOKEN,"MYDDELTON, SILVE",PR,,0,649,,649,PCGS,"1796-TOKEN-MYDDELTON, SILVE"
651,,1796,TOKEN,"COPPER CO, UPPER",PR,BN,0,651,,651,PCGS,"1796-TOKEN-COPPER CO, UPPER"
652,,1652,3C,3 PENCE,MS,,0,652,1/1/1900,652,PCGS,1652-3C-3 PENCE
653,,1796,MEDAL,"CASTORLAND, SILV",MS,,0,653,,653,PCGS,"1796-MEDAL-CASTORLAND, SILV"
654,,(1796-1800,MEDAL,"CASTORLAND, CU, ",MS,BN,0,654,,654,PCGS,"(1796-1800-MEDAL-CASTORLAND, CU, "
655,,(1796-1800,MEDAL,"CASTORLAND, CU, ",MS,RB,0,655,,655,PCGS,"(1796-1800-MEDAL-CASTORLAND, CU, "
656,,(1796-1800,MEDAL,"CASTORLAND, CU, ",MS,RD,0,656,,656,PCGS,"(1796-1800-MEDAL-CASTORLAND, CU, "
657,,1796,MEDAL,"CASTORLAND, CU, ",MS,BN,0,657,,,,"1796-MEDAL-CASTORLAND, CU, "
658,,1796,MEDAL,"CASTORLAND, CU, ",MS,RB,0,658,,658,PCGS,"1796-MEDAL-CASTORLAND, CU, "
659,,1796,MEDAL,"CASTORLAND, CU, ",MS,RD,0,659,,,,"1796-MEDAL-CASTORLAND, CU, "
660,,1818,1/2RL,"TEXAS JOLA, LG P",MS,,0,660,,660,PCGS,"1818-1/2RL-TEXAS JOLA, LG P"
661,,1818,1/2RL,"TEXAS JOLA, SM P",MS,,0,661,,661,PCGS,"1818-1/2RL-TEXAS JOLA, SM P"
662,,1820,TOKEN,NW CO BRASS HOLE,MS,,0,662,,,,1820-TOKEN-NW CO BRASS HOLE
663,,1784,PEWTER,"WASH, UGLY HEAD",MS,,0,663,,,,"1784-PEWTER-WASH, UGLY HEAD"
664,,1783,COPPER,WASHINGTON TRIUM,MS,BN,0,664,,664,PCGS,1783-COPPER-WASHINGTON TRIUM
665,,1796,MEDAL,"CASTORLAND, SILV",MS,,0,665,,,,"1796-MEDAL-CASTORLAND, SILV"
667,,1783,COPPER,"WASH, LARGE MILI",MS,BN,0,667,,667,PCGS,"1783-COPPER-WASH, LARGE MILI"
668,,1783,COPPER,"WASH, LARGE MILI",MS,RB,0,668,,668,PCGS,"1783-COPPER-WASH, LARGE MILI"
669,,1783,COPPER,"WASH, LARGE MILI",MS,RD,0,669,,669,PCGS,"1783-COPPER-WASH, LARGE MILI"
670,,1783,COPPER,"WASH, SM MIL, PE",MS,BN,0,670,,670,PCGS,"1783-COPPER-WASH, SM MIL, PE"
673,,1783,COPPER,"WASH, SM MIL, EE",MS,BN,0,673,,673,PCGS,"1783-COPPER-WASH, SM MIL, EE"
676,,1783,COPPER,"WASH DRAPED, NO ",MS,BN,0,676,,676,PCGS,"1783-COPPER-WASH DRAPED, NO "
679,,1783,COPPER,"WASH DRAPED, BUT",MS,BN,0,679,,679,PCGS,"1783-COPPER-WASH DRAPED, BUT"
682,,1783 RES,COPPER,"WASH DRAPED, PE",PR,BN,0,682,,682,PCGS,"1783 RES-COPPER-WASH DRAPED, PE"
683,,1783 RES,COPPER,"WASH DRAPED, PE",PR,RB,0,683,,683,PCGS,"1783 RES-COPPER-WASH DRAPED, PE"
685,,1783 RES,COPPER,"WASH DRAPED, EE",PR,BN,0,685,,685,PCGS,"1783 RES-COPPER-WASH DRAPED, EE"
686,,1783 RES,COPPER,"WASH DRAPED, EE",PR,RB,0,686,,686,PCGS,"1783 RES-COPPER-WASH DRAPED, EE"
687,,1783 RES,COPPER,"WASH DRAPED, EE",PR,RD,0,687,,,,"1783 RES-COPPER-WASH DRAPED, EE"
688,,1783 RES,SILVER,"WASH DRAPED, EE",PR,,0,688,,688,PCGS,"1783 RES-SILVER-WASH DRAPED, EE"
689,,1783,COPPER,"WASH, UNITY STAT",MS,BN,0,689,,689,PCGS,"1783-COPPER-WASH, UNITY STAT"
692,,DBLD HEAD,CENT,WASHINGTON,MS,BN,0,692,,692,PCGS,DBLD HEAD-CENT-WASHINGTON
695,,1784,COPPER,"WASH, UGLY HEAD",MS,BN,0,695,,695,PCGS,"1784-COPPER-WASH, UGLY HEAD"
698,,1791,1/2P,"WASH, LIVERPOOL",MS,BN,0,698,,698,PCGS,"1791-1/2P-WASH, LIVERPOOL"
701,,1791,1/2P,"WASH, LIVERPOOL,",MS,,0,701,,701,PCGS,"1791-1/2P-WASH, LIVERPOOL,"
702,,1791,CENT,"WASH, LARGE EAGL",MS,BN,0,702,,702,PCGS,"1791-CENT-WASH, LARGE EAGL"
703,,1791,CENT,"WASH, LARGE EAGL",MS,RB,0,703,,703,PCGS,"1791-CENT-WASH, LARGE EAGL"
704,,1791,CENT,"WASH, LARGE EAGL",MS,RD,0,704,,,,"1791-CENT-WASH, LARGE EAGL"
705,,1791,CENT,"WASHINGTON, SMAL",MS,BN,0,705,,705,PCGS,"1791-CENT-WASHINGTON, SMAL"
706,,1791,CENT,"WASHINGTON, SMAL",MS,RB,0,706,,706,PCGS,"1791-CENT-WASHINGTON, SMAL"
708,,1792,CENT,"WASH PRES, LET E",MS,BN,0,708,,708,PCGS,"1792-CENT-WASH PRES, LET E"
711,,1792,CENT,"WASH PRES, PL ED",MS,BN,0,711,,711,PCGS,"1792-CENT-WASH PRES, PL ED"
714,,1792,50C',"WASH, LG BUST, L",MS,,0,714,,714,PCGS,"1792-50C'-WASH, LG BUST, L"
715,,1792,50C',"WASH, LG BUST, P",MS,,0,715,,715,PCGS,"1792-50C'-WASH, LG BUST, P"
716,,1792,$10',"WASH, LARGE BUST",MS,,0,716,,716,PCGS,"1792-$10'-WASH, LARGE BUST"
717,,1792,CENT,"WASH GENERAL, PE",MS,BN,0,717,,717,PCGS,"1792-CENT-WASH GENERAL, PE"
720,,1792,CENT,"WASH GENERAL, LE",MS,BN,0,720,,720,PCGS,"1792-CENT-WASH GENERAL, LE"
723,,WASHINGTON,CENT,"BORN VA, GEN REV",MS,BN,0,723,,723,PCGS,"WASHINGTON-CENT-BORN VA, GEN REV"
726,,WASHINGTON,CENT,"BORN VA, EAGLE R",MS,BN,0,726,,726,PCGS,"WASHINGTON-CENT-BORN VA, EAGLE R"
729,,WASHINGTON,50C',"BORN VA, GEN, PE",MS,,0,729,,729,PCGS,"WASHINGTON-50C'-BORN VA, GEN, PE"
730,,WASHINGTON,50C',"BORN VA, GEN, RE",MS,,0,730,,730,PCGS,"WASHINGTON-50C'-BORN VA, GEN, RE"
731,,1792,CENT,"WASH, ROMAN HEAD",PR,BN,0,731,,731,PCGS,"1792-CENT-WASH, ROMAN HEAD"
732,,1792,CENT,"WASH, ROMAN HEAD",PR,RB,0,732,,732,PCGS,"1792-CENT-WASH, ROMAN HEAD"
734,,1793,1/2P,"WASH, SHIP, LET ",MS,BN,0,734,,734,PCGS,"1793-1/2P-WASH, SHIP, LET "
737,,1793,1/2P,"WASH, SHIP, PL E",MS,BN,0,737,,737,PCGS,"1793-1/2P-WASH, SHIP, PL E"
740,,1793,1/2P,"WASH, SHIP, BRAS",MS,BN,0,740,,740,PCGS,"1793-1/2P-WASH, SHIP, BRAS"
743,,1795,1/2P,WASH GRATE LG BU,MS,BN,0,743,,743,PCGS,1795-1/2P-WASH GRATE LG BU
744,,1795,1/2P,WASH GRATE LG BU,MS,RB,0,744,,744,PCGS,1795-1/2P-WASH GRATE LG BU
746,,1795,1/2P,WASH GRATE LG BU,MS,BN,0,746,,746,PCGS,1795-1/2P-WASH GRATE LG BU
747,,1795,1/2P,WASH GRATE LG BU,MS,RB,0,747,,747,PCGS,1795-1/2P-WASH GRATE LG BU
749,,1795,1/2P,WASH GRATE SM BU,MS,BN,0,749,,749,PCGS,1795-1/2P-WASH GRATE SM BU
752,,1795,1/2P,WASH LIB/SEC PL ,MS,BN,0,752,,752,PCGS,1795-1/2P-WASH LIB/SEC PL 
755,,1795,1/2P,WASH LIB/SEC LON,MS,BN,0,755,,755,PCGS,1795-1/2P-WASH LIB/SEC LON
758,,1795,1/2P,WASH LIB/SEC BIR,MS,BN,0,758,,758,PCGS,1795-1/2P-WASH LIB/SEC BIR
761,,1795,1/2P,WASH LIB/SEC ASY,MS,BN,0,761,,761,PCGS,1795-1/2P-WASH LIB/SEC ASY
764,WASHINGTON,1795,PENNY,WASH LIB/SEC,MS,BN,0,764,,764,PCGS,1795-PENNY-WASH LIB/SEC
767,,N.D.(1795),PENNY,LIBERTY AND SECU,MS,BN,0,767,,767,PCGS,N.D.(1795)-PENNY-LIBERTY AND SECU
768,,N.D.(1795),PENNY,LIBERTY AND SECU,MS,RB,0,768,,768,PCGS,N.D.(1795)-PENNY-LIBERTY AND SECU
769,,N.D.(1795),PENNY,LIBERTY AND SECU,MS,RD,0,769,,769,PCGS,N.D.(1795)-PENNY-LIBERTY AND SECU
770,,1795,1/2P,"NORTH WALES, PL ",MS,BN,0,770,,770,PCGS,"1795-1/2P-NORTH WALES, PL "
773,,1795,1/2P,NORTH WALES LET ,MS,BN,0,773,,773,PCGS,1795-1/2P-NORTH WALES LET 
776,,1795,1/2P,"NORTH WALES, 2 S",MS,BN,0,776,,776,PCGS,"1795-1/2P-NORTH WALES, 2 S"
779,,WASH-SUCCE,MEDAL,"LARGE SIZE, PL E",MS,,0,779,,779,PCGS,"WASH-SUCCE-MEDAL-LARGE SIZE, PL E"
780,,WASH-SUCCE,MEDAL,LARGE SIZE REED ,MS,,0,780,,780,PCGS,WASH-SUCCE-MEDAL-LARGE SIZE REED 
782,,WASH-SUCCE,MEDAL,"SMALL SIZE, PLAI",MS,,0,782,,782,PCGS,"WASH-SUCCE-MEDAL-SMALL SIZE, PLAI"
783,,WASH-SUCCE,MEDAL,SMALL SIZE REEDE,MS,,0,783,,783,PCGS,WASH-SUCCE-MEDAL-SMALL SIZE REEDE
784,,N.D.(1795),PENNY,L&S CORDED RIM,MS,BN,0,784,,784,PCGS,N.D.(1795)-PENNY-L&S CORDED RIM
785,,N.D.(1795),PENNY,L&S CORDED RIM,MS,RB,0,785,,785,PCGS,N.D.(1795)-PENNY-L&S CORDED RIM
786,,N.D.(1795),PENNY,L&S CORDED RIM,MS,RD,0,786,,786,PCGS,N.D.(1795)-PENNY-L&S CORDED RIM
787,,WASH-SUCCE,MEDAL,LG SIZE PE SILVE,MS,,0,787,,,,WASH-SUCCE-MEDAL-LG SIZE PE SILVE
788,,WASH-SUCCE,MEDAL,LG SIZE RE SILVE,MS,,0,788,,,,WASH-SUCCE-MEDAL-LG SIZE RE SILVE
789,,WASH-SUCCE,MEDAL,"SMALL SIZE, PE, ",MS,,0,789,,,,"WASH-SUCCE-MEDAL-SMALL SIZE, PE, "
790,,WASH-SUCCE,MEDAL,SM SIZE RE SILVE,MS,,0,790,,,,WASH-SUCCE-MEDAL-SM SIZE RE SILVE
791,,1776,$1 ,"CURENCY, PEWTER",MS,,0,791,,791,PCGS,"1776-1-CURENCY, PEWTER"
792,,1776,$1 ,"CURENCY, PEWTER",MS,,0,792,,792,PCGS,"1776-1-CURENCY, PEWTER"
793,,1776,$1 ,"CURENCY, SILVER",MS,,0,793,,793,PCGS,"1776-1-CURENCY, SILVER"
794,,1776,$1 ,"CURRENCY, PEWTER",MS,,0,794,,794,PCGS,"1776-1-CURRENCY, PEWTER"
795,,1776,$1 ,"EG FECIT, PEWTER",MS,,0,795,,795,PCGS,"1776-1-EG FECIT, PEWTER"
796,,1776,$1 ,"CURRENCY, SILVER",MS,,0,796,,796,PCGS,"1776-1-CURRENCY, SILVER"
797,,1776,$1 ,"CURRENCEY, PEWTE",MS,,0,797,,797,PCGS,"1776-1-CURRENCEY, PEWTE"
798,,1776,$1 ,ORNAMENTED DATE,MS,,0,798,,,,1776-1-ORNAMENTED DATE
801,,1783,CNOVA,"POINTED RAYS, SM",MS,BN,0,801,,801,PCGS,"1783-CNOVA-POINTED RAYS, SM"
804,,1783,CNOVA,"POINTED RAYS, LG",MS,BN,0,804,,804,PCGS,"1783-CNOVA-POINTED RAYS, LG"
807,,1783,CNOVA,BLUNT RAYS,MS,BN,0,807,,807,PCGS,1783-CNOVA-BLUNT RAYS
810,,1785,CNOVA,BLUNT RAYS,MS,BN,0,810,,810,PCGS,1785-CNOVA-BLUNT RAYS
813,,1785,CNOVA,POINTED RAYS,MS,BN,0,813,,813,PCGS,1785-CNOVA-POINTED RAYS
814,,1786,CNOVA,POINTED RAYS,MS,BN,0,814,,814,PCGS,1786-CNOVA-POINTED RAYS
816,,1783,5',NOVA CONSTELLATI,PR,BN,0,816,,816,PCGS,1783-5'-NOVA CONSTELLATI
819,,1783,100',NOVA CONSTELLATI,PR,,0,819,,819,PCGS,1783-100'-NOVA CONSTELLATI
820,,1783,500',NOVA CONSTELLATI,PR,,0,820,,820,PCGS,1783-500'-NOVA CONSTELLATI
821,,1783,500',NOVA CONSTELLATI,PR,,0,821,,821,PCGS,1783-500'-NOVA CONSTELLATI
822,,1783,1000',NOVA CONSTELLATI,PR,,0,822,,822,PCGS,1783-1000'-NOVA CONSTELLATI
823,,1785,CNOVA,"POINTED RAYS, SM",MS,BN,0,823,,,,"1785-CNOVA-POINTED RAYS, SM"
826,,1785,IMMCOL,13 STARS,MS,BN,0,826,,826,PCGS,1785-IMMCOL-13 STARS
829,,1785,IMMCOL,SIL PATTERN 13 S,MS,,0,829,,829,PCGS,1785-IMMCOL-SIL PATTERN 13 S
830,,1785,IMMCOL,COP PATTERN EXTR,MS,BN,0,830,,830,PCGS,1785-IMMCOL-COP PATTERN EXTR
831,,1785,IMMCOL,COP PAT BLUNT RA,MS,BN,0,831,,831,PCGS,1785-IMMCOL-COP PAT BLUNT RA
834,,1785,IMMCOL,GOLD PAT BLUNT R,MS,,0,834,,834,PCGS,1785-IMMCOL-GOLD PAT BLUNT R
835,,1785,IMMCOL,"COP PAT, GEORGE ",MS,BN,0,835,,835,PCGS,"1785-IMMCOL-COP PAT, GEORGE "
838,,1785,IMMCOL,"COP PAT, VERMON ",MS,BN,0,838,,838,PCGS,"1785-IMMCOL-COP PAT, VERMON "
841,,1787,IMMCOL,"COP PAT, EAGLE R",MS,BN,0,841,,841,PCGS,"1787-IMMCOL-COP PAT, EAGLE R"
846,,1785,COPPER,"CONFEDERATIO, SM",MS,BN,0,846,,846,PCGS,"1785-COPPER-CONFEDERATIO, SM"
849,,1785,PCONF.,"WASH, LARGE STAR",MS,BN,0,849,,849,PCGS,"1785-PCONF.-WASH, LARGE STAR"
852,,ND,COPPER,"CONFED, WASH/SHI",MS,BN,0,852,,852,PCGS,"ND-COPPER-CONFED, WASH/SHI"
855,,1786,COPPER,"CONFEDERATIO, EA",MS,BN,0,855,,855,PCGS,"1786-COPPER-CONFEDERATIO, EA"
858,,1786,IMMCOL,"COP PAT, EAGLE R",MS,BN,0,858,,858,PCGS,"1786-IMMCOL-COP PAT, EAGLE R"
861,,1786,IMMCOL,"COP PAT, SHIELD ",MS,BN,0,861,,861,PCGS,"1786-IMMCOL-COP PAT, SHIELD "
864,,1786,COPPER,"CONFED, WASH/LG ",MS,BN,0,864,,864,PCGS,"1786-COPPER-CONFED, WASH/LG "
866,,1786,COPPER,"CONFED, EAGLE/SH",MS,BN,0,866,,866,PCGS,"1786-COPPER-CONFED, EAGLE/SH"
868,,1786,COPPER,"CONFED, ARMS/EAG",MS,BN,0,868,,868,PCGS,"1786-COPPER-CONFED, ARMS/EAG"
869,,1787,COPPER,"CONFED, STARS/EA",MS,BN,0,869,,869,PCGS,"1787-COPPER-CONFED, STARS/EA"
871,,1787,FUGIO,"AM CONGRESS, NEW",MS,BN,0,871,,871,PCGS,"1787-FUGIO-AM CONGRESS, NEW"
874,,1787,FUGIO,"STATES UNI, NO C",MS,BN,0,874,,874,PCGS,"1787-FUGIO-STATES UNI, NO C"
877,,1787,FUGIO,CROSS AFTER DATE,MS,BN,0,877,,877,PCGS,1787-FUGIO-CROSS AFTER DATE
878,,1787,FUGIO,CROSS AFTER DATE,MS,RB,0,878,,,,1787-FUGIO-CROSS AFTER DATE
879,,1787,FUGIO,CROSS AFTER DATE,MS,RD,0,879,,,,1787-FUGIO-CROSS AFTER DATE
880,,1787,FUGIO,"UNITED STA, NO C",MS,BN,0,880,,880,PCGS,"1787-FUGIO-UNITED STA, NO C"
881,,1787,FUGIO,"UNITED STA, NO C",MS,RB,0,881,,881,PCGS,"1787-FUGIO-UNITED STA, NO C"
883,,1787,FUGIO,"STATES UNI, 4 CI",MS,BN,0,883,,883,PCGS,"1787-FUGIO-STATES UNI, 4 CI"
884,,1787,FUGIO,"STATES UNI, 4 CI",MS,RB,0,884,,884,PCGS,"1787-FUGIO-STATES UNI, 4 CI"
886,,1787,FUGIO,"ST UNI 1/1, 4 CI",MS,BN,0,886,,886,PCGS,"1787-FUGIO-ST UNI 1/1, 4 CI"
889,,1787,FUGIO,"UNITED STA, 4 CI",MS,BN,0,889,,889,PCGS,"1787-FUGIO-UNITED STA, 4 CI"
890,,1787,FUGIO,"UNITED STA, 4 CI",MS,RB,0,890,,890,PCGS,"1787-FUGIO-UNITED STA, 4 CI"
892,,1787,FUGIO,"UN STA 1/1, 4 CI",MS,BN,0,892,,892,PCGS,"1787-FUGIO-UN STA 1/1, 4 CI"
895,,1787,FUGIO,"4 CINQ, RAISED R",MS,BN,0,895,,895,PCGS,"1787-FUGIO-4 CINQ, RAISED R"
898,,1787,FUGIO,"4 CINQ, 8 PTD ST",MS,BN,0,898,,898,PCGS,"1787-FUGIO-4 CINQ, 8 PTD ST"
